Date,Price,Open,High,Low,Change %
07/11/2002,4081.30,4103.70,4147.10,4073.40,-0.55
06/11/2002,4103.70,4146.10,4192.40,4101.00,-1.02
05/11/2002,4146.10,4141.50,4146.10,4083.10,0.11
04/11/2002,4141.50,3997.00,4143.40,3997.00,3.62
01/11/2002,3997.00,4039.70,4039.70,3953.30,-1.06
31/10/2002,4039.70,4002.70,4073.00,3978.70,0.92
30/10/2002,4002.70,3935.90,4002.70,3934.60,1.70
29/10/2002,3935.90,4090.50,4090.50,3919.40,-3.78
28/10/2002,4090.50,4051.10,4147.90,4051.10,0.97
25/10/2002,4051.10,4103.70,4103.70,4019.80,-1.28
24/10/2002,4103.70,4006.90,4107.70,4006.90,2.42
23/10/2002,4006.90,4118.90,4166.60,4006.90,-2.72
22/10/2002,4118.90,4133.80,4184.60,4108.80,-0.36
21/10/2002,4133.80,4130.50,4156.30,4086.50,0.08
18/10/2002,4130.50,4170.70,4197.50,4075.40,-0.96
17/10/2002,4170.70,4057.70,4189.00,4057.70,2.78
16/10/2002,4057.70,4130.30,4179.60,4031.60,-1.76
15/10/2002,4130.30,3931.60,4130.30,3931.60,5.05
14/10/2002,3931.60,3953.40,3992.60,3908.10,-0.55
11/10/2002,3953.40,3777.30,3953.40,3777.30,4.66
10/10/2002,3777.30,3742.40,3780.40,3663.40,0.93
09/10/2002,3742.40,3730.50,3778.30,3704.30,0.32
08/10/2002,3730.50,3780.90,3840.50,3723.90,-1.33
07/10/2002,3780.90,3813.80,3813.80,3733.40,-0.86
04/10/2002,3813.80,3880.30,3886.20,3793.70,-1.71
03/10/2002,3880.30,3905.20,3961.50,3855.50,-0.64
02/10/2002,3905.20,3797.40,3925.60,3797.40,2.84
01/10/2002,3797.40,3721.80,3806.40,3690.40,2.03
30/09/2002,3721.80,3907.20,3907.20,3669.70,-4.75
27/09/2002,3907.20,3850.60,3920.30,3831.20,1.47
26/09/2002,3850.60,3696.20,3850.60,3696.20,4.18
25/09/2002,3696.20,3671.10,3771.50,3624.20,0.68
24/09/2002,3671.10,3739.40,3761.10,3609.90,-1.83
23/09/2002,3739.40,3860.10,3925.20,3717.80,-3.13
20/09/2002,3860.10,3813.50,4064.10,3755.60,1.22
19/09/2002,3813.50,3865.40,3896.90,3781.60,-1.34
18/09/2002,3865.40,4025.10,4025.10,3865.40,-3.97
17/09/2002,4025.10,4044.30,4150.20,4014.70,-0.47
16/09/2002,4044.30,4008.00,4068.40,3973.70,0.91
13/09/2002,4008.00,4084.90,4085.30,3927.80,-1.88
12/09/2002,4084.90,4210.70,4210.70,4078.70,-2.99
11/09/2002,4210.70,4175.50,4246.40,4129.40,0.84
10/09/2002,4175.50,4062.40,4177.60,4062.40,2.78
09/09/2002,4062.40,4107.20,4107.20,4035.50,-1.09
06/09/2002,4107.20,4011.00,4138.30,3981.90,2.40
05/09/2002,4011.00,4026.90,4064.70,3918.60,-0.39
04/09/2002,4026.90,4028.60,4071.60,3990.30,-0.04
03/09/2002,4028.60,4180.90,4180.90,3991.00,-3.64
02/09/2002,4180.90,4227.30,4227.30,4156.20,-1.10
30/08/2002,4227.30,4209.30,4259.30,4173.50,0.43
29/08/2002,4209.30,4274.00,4274.00,4179.30,-1.51
28/08/2002,4274.00,4449.70,4449.70,4274.00,-3.95
27/08/2002,4449.70,4389.80,4464.00,4358.30,1.36
23/08/2002,4389.80,4434.70,4455.30,4389.80,-1.01
22/08/2002,4434.70,4364.80,4437.20,4364.80,1.60
21/08/2002,4364.80,4368.90,4466.40,4348.90,-0.09
20/08/2002,4368.90,4426.80,4452.40,4361.50,-1.31
19/08/2002,4426.80,4330.00,4432.30,4307.70,2.24
16/08/2002,4330.00,4327.50,4382.30,4285.90,0.06
15/08/2002,4327.50,4171.10,4345.70,4171.10,3.75
14/08/2002,4171.10,4271.70,4271.70,4158.30,-2.36
13/08/2002,4271.70,4221.60,4271.70,4162.50,1.19
12/08/2002,4221.60,4322.40,4322.40,4212.70,-2.33
09/08/2002,4322.40,4240.50,4322.40,4190.40,1.93
08/08/2002,4240.50,4094.40,4240.50,4094.40,3.57
07/08/2002,4094.40,4131.00,4206.90,4069.00,-0.89
06/08/2002,4131.00,3996.40,4136.10,3900.70,3.37
05/08/2002,3996.40,4075.50,4080.90,3946.40,-1.94
02/08/2002,4075.50,4044.50,4102.50,4023.30,0.77
01/08/2002,4044.50,4246.20,4282.40,4043.50,-4.75
31/07/2002,4246.20,4180.90,4306.10,4169.40,1.56
30/07/2002,4180.90,4202.70,4271.30,4133.70,-0.52
29/07/2002,4202.70,4016.60,4202.70,4016.60,4.63
26/07/2002,4016.60,3965.90,4029.50,3854.20,1.28
25/07/2002,3965.90,3777.10,3965.90,3777.10,5.00
24/07/2002,3777.10,3858.00,3858.00,3625.90,-2.10
23/07/2002,3858.00,3895.50,3994.40,3794.40,-0.96
22/07/2002,3895.50,4098.30,4098.30,3895.50,-4.95
19/07/2002,4098.30,4297.30,4297.30,4098.30,-4.63
18/07/2002,4297.30,4190.60,4301.20,4168.10,2.55
17/07/2002,4190.60,4021.90,4200.00,3966.80,4.19
16/07/2002,4021.90,3994.50,4080.00,3860.30,0.69
15/07/2002,3994.50,4224.10,4258.70,3974.60,-5.44
12/07/2002,4224.10,4230.00,4341.10,4171.00,-0.14
11/07/2002,4230.00,4420.10,4420.10,4230.00,-4.30
10/07/2002,4420.10,4542.90,4542.90,4420.10,-2.70
09/07/2002,4542.90,4601.30,4636.10,4493.00,-1.27
08/07/2002,4601.30,4615.60,4615.60,4552.00,-0.31
05/07/2002,4615.60,4471.20,4618.80,4471.20,3.23
04/07/2002,4471.20,4392.60,4471.70,4392.60,1.79
03/07/2002,4392.60,4546.80,4572.70,4392.60,-3.39
02/07/2002,4546.80,4685.80,4685.80,4530.70,-2.97
01/07/2002,4685.80,4656.40,4708.70,4620.70,0.63
28/06/2002,4656.40,4540.60,4657.10,4540.60,2.55
27/06/2002,4540.60,4531.00,4589.60,4521.00,0.21
26/06/2002,4531.00,4631.00,4631.00,4442.90,-2.16
25/06/2002,4631.00,4541.90,4648.10,4541.90,1.96
24/06/2002,4541.90,4605.30,4644.60,4537.70,-1.38
21/06/2002,4605.30,4580.30,4641.40,4506.30,0.55
20/06/2002,4580.30,4652.40,4679.60,4568.40,-1.55
19/06/2002,4652.40,4702.00,4702.00,4616.70,-1.05
18/06/2002,4702.00,4756.80,4775.10,4697.70,-1.15
17/06/2002,4756.80,4630.80,4761.70,4630.80,2.72
14/06/2002,4630.80,4771.90,4771.90,4565.40,-2.96
13/06/2002,4771.90,4851.70,4882.80,4762.20,-1.64
12/06/2002,4851.70,4934.80,4934.80,4850.80,-1.68
11/06/2002,4934.80,4928.20,4943.70,4888.30,0.13
10/06/2002,4928.20,4920.40,4948.30,4905.00,0.16
07/06/2002,4920.40,4957.60,4957.60,4851.20,-0.75
06/06/2002,4957.60,4989.10,5016.70,4951.40,-0.63
05/06/2002,4989.10,5085.10,5085.10,4971.40,-1.89
31/05/2002,5085.10,5040.80,5085.10,5036.30,0.88
30/05/2002,5040.80,5083.00,5083.00,5016.90,-0.83
29/05/2002,5083.00,5074.20,5085.10,5056.40,0.17
28/05/2002,5074.20,5136.30,5169.10,5062.40,-1.21
27/05/2002,5136.30,5169.10,5187.90,5136.00,-0.63
24/05/2002,5169.10,5175.30,5197.10,5166.80,-0.12
23/05/2002,5175.30,5151.90,5195.90,5129.40,0.45
22/05/2002,5151.90,5197.20,5200.50,5137.00,-0.87
21/05/2002,5197.20,5208.10,5242.40,5187.60,-0.21
20/05/2002,5208.10,5218.00,5246.50,5200.30,-0.19
17/05/2002,5218.00,5248.50,5282.20,5211.90,-0.58
16/05/2002,5248.50,5259.10,5278.90,5241.90,-0.20
15/05/2002,5259.10,5239.50,5272.20,5236.70,0.37
14/05/2002,5239.50,5204.80,5260.90,5181.90,0.67
13/05/2002,5204.80,5171.20,5208.20,5147.50,0.65
10/05/2002,5171.20,5197.60,5204.30,5160.20,-0.51
09/05/2002,5197.60,5209.10,5216.60,5178.30,-0.22
08/05/2002,5209.10,5119.90,5209.10,5119.90,1.74
07/05/2002,5119.90,5203.10,5203.10,5082.70,-1.60
03/05/2002,5203.10,5174.10,5236.00,5146.50,0.56
02/05/2002,5174.10,5125.50,5192.70,5125.50,0.95
01/05/2002,5125.50,5165.60,5177.70,5125.00,-0.78
30/04/2002,5165.60,5153.90,5168.80,5131.90,0.23
29/04/2002,5153.90,5159.00,5171.40,5123.70,-0.10
26/04/2002,5159.00,5197.50,5218.00,5141.90,-0.74
25/04/2002,5197.50,5218.20,5218.20,5116.00,-0.40
24/04/2002,5218.20,5191.00,5225.30,5169.00,0.52
23/04/2002,5191.00,5221.50,5241.60,5171.50,-0.58
22/04/2002,5221.50,5243.60,5243.60,5209.50,-0.42
19/04/2002,5243.60,5229.40,5248.90,5210.40,0.27
18/04/2002,5229.40,5263.90,5291.60,5229.40,-0.66
17/04/2002,5263.90,5259.90,5292.30,5256.60,0.08
16/04/2002,5259.90,5201.40,5259.90,5201.40,1.12
15/04/2002,5201.40,5161.00,5209.00,5153.20,0.78
12/04/2002,5161.00,5137.40,5179.90,5137.40,0.46
11/04/2002,5137.40,5229.10,5243.70,5136.30,-1.75
10/04/2002,5229.10,5179.60,5236.10,5155.10,0.96
09/04/2002,5179.60,5178.60,5213.20,5164.60,0.02
08/04/2002,5178.60,5233.60,5238.80,5149.30,-1.05
05/04/2002,5233.60,5209.50,5261.10,5207.00,0.46
04/04/2002,5209.50,5247.80,5247.80,5187.70,-0.73
03/04/2002,5247.80,5251.40,5268.40,5235.40,-0.07
02/04/2002,5251.40,5271.80,5271.80,5231.50,-0.39
28/03/2002,5271.80,5214.70,5286.40,5214.70,1.09
27/03/2002,5214.70,5195.50,5225.40,5189.40,0.37
26/03/2002,5195.50,5203.60,5222.20,5170.50,-0.16
25/03/2002,5203.60,5250.50,5298.40,5203.60,-0.89
22/03/2002,5250.50,5253.30,5268.40,5235.30,-0.05
21/03/2002,5253.30,5266.90,5279.70,5240.10,-0.26
20/03/2002,5266.90,5316.10,5316.10,5253.50,-0.93
19/03/2002,5316.10,5299.90,5331.60,5299.90,0.31
18/03/2002,5299.90,5292.70,5320.80,5278.70,0.14
15/03/2002,5292.70,5261.40,5297.20,5243.50,0.59
14/03/2002,5261.40,5272.00,5272.00,5237.20,-0.20
13/03/2002,5272.00,5252.50,5307.30,5237.60,0.37
12/03/2002,5252.50,5258.90,5258.90,5200.60,-0.12
11/03/2002,5258.90,5285.70,5313.60,5257.30,-0.51
08/03/2002,5285.70,5282.10,5328.60,5252.70,0.07
07/03/2002,5282.10,5245.50,5317.60,5245.50,0.70
06/03/2002,5245.50,5214.00,5251.00,5188.50,0.60
05/03/2002,5214.00,5242.00,5269.40,5208.00,-0.53
04/03/2002,5242.00,5169.00,5270.70,5169.00,1.41
01/03/2002,5169.00,5101.00,5172.30,5101.00,1.33
28/02/2002,5101.00,5178.40,5178.40,5093.70,-1.49
27/02/2002,5178.40,5139.00,5196.90,5129.60,0.77
26/02/2002,5139.00,5100.80,5157.40,5100.80,0.75
25/02/2002,5100.70,5050.80,5105.70,5047.90,0.99
22/02/2002,5050.80,5073.30,5074.10,5016.00,-0.44
21/02/2002,5073.30,5024.10,5096.60,5024.10,0.98
20/02/2002,5024.10,5092.50,5092.50,5015.50,-1.34
19/02/2002,5092.50,5154.30,5154.30,5089.00,-1.20
18/02/2002,5154.30,5182.50,5195.70,5152.30,-0.54
15/02/2002,5182.50,5208.70,5235.40,5174.80,-0.50
14/02/2002,5208.70,5153.90,5238.00,5151.90,1.06
13/02/2002,5153.90,5135.70,5164.60,5097.70,0.35
12/02/2002,5135.70,5161.80,5216.90,5130.10,-0.51
11/02/2002,5161.80,5128.10,5173.60,5128.10,0.66
08/02/2002,5128.10,5127.00,5147.70,5105.00,0.02
07/02/2002,5127.00,5073.80,5127.00,5038.30,1.05
06/02/2002,5073.80,5093.40,5106.90,5038.30,-0.38
05/02/2002,5093.40,5167.30,5167.30,5056.80,-1.43
04/02/2002,5167.30,5189.70,5189.70,5139.70,-0.43
01/02/2002,5189.70,5164.80,5227.40,5164.80,0.48
31/01/2002,5164.80,5089.30,5176.40,5088.70,1.48
30/01/2002,5089.30,5131.40,5131.40,5052.80,-0.82
29/01/2002,5131.40,5223.60,5243.20,5131.40,-1.77
28/01/2002,5223.60,5193.00,5249.90,5193.00,0.59
25/01/2002,5193.00,5233.10,5233.10,5162.60,-0.77
24/01/2002,5233.10,5180.60,5263.40,5180.60,1.01
23/01/2002,5180.60,5149.20,5201.00,5123.40,0.61
22/01/2002,5149.20,5138.50,5207.20,5124.10,0.21
21/01/2002,5138.50,5126.80,5146.50,5086.00,0.23
18/01/2002,5126.80,5138.40,5150.80,5103.20,-0.23
17/01/2002,5138.40,5127.60,5180.30,5114.80,0.21
16/01/2002,5127.60,5166.00,5168.10,5106.00,-0.74
15/01/2002,5166.00,5113.50,5175.40,5081.90,1.03
14/01/2002,5113.50,5198.60,5198.60,5095.60,-1.64
11/01/2002,5198.60,5190.70,5229.50,5171.70,0.15
10/01/2002,5190.70,5228.50,5228.50,5177.60,-0.72
09/01/2002,5228.50,5250.40,5250.40,5200.70,-0.42
08/01/2002,5250.40,5293.60,5307.30,5238.70,-0.82
07/01/2002,5293.60,5323.80,5354.20,5277.70,-0.57
04/01/2002,5323.80,5318.80,5362.30,5313.90,0.09
03/01/2002,5318.80,5218.30,5328.40,5218.30,1.93
02/01/2002,5218.30,5217.40,5261.90,5195.20,0.02
31/12/2001,5217.40,5242.40,5258.00,5203.60,-0.48
28/12/2001,5242.40,5213.20,5243.70,5196.00,0.56
27/12/2001,5213.20,5177.40,5213.20,5160.80,0.69
24/12/2001,5177.40,5159.20,5177.40,5147.20,0.35
21/12/2001,5159.20,5080.20,5182.20,5044.30,1.56
20/12/2001,5080.20,5120.60,5151.00,5080.10,-0.79
19/12/2001,5120.60,5151.10,5157.80,5091.40,-0.59
18/12/2001,5151.10,5136.30,5181.90,5124.90,0.29
17/12/2001,5136.30,5061.00,5151.00,5038.20,1.49
14/12/2001,5061.00,5074.90,5092.30,5032.30,-0.27
13/12/2001,5074.90,5120.00,5134.10,5035.80,-0.88
12/12/2001,5120.00,5160.80,5181.70,5106.00,-0.79
11/12/2001,5160.80,5185.00,5194.40,5143.80,-0.47
10/12/2001,5185.00,5264.70,5276.20,5172.20,-1.51
07/12/2001,5264.70,5369.80,5388.80,5258.70,-1.96
06/12/2001,5369.80,5333.50,5411.20,5327.30,0.68
05/12/2001,5333.50,5212.10,5338.20,5212.10,2.33
04/12/2001,5212.10,5164.60,5218.60,5164.60,0.92
03/12/2001,5164.60,5203.60,5203.60,5152.30,-0.75
30/11/2001,5203.60,5208.50,5216.90,5146.50,-0.09
29/11/2001,5208.50,5205.20,5213.20,5152.10,0.06
28/11/2001,5205.20,5266.00,5283.30,5182.20,-1.15
27/11/2001,5266.00,5302.50,5332.50,5232.80,-0.69
26/11/2001,5302.50,5293.20,5346.00,5273.00,0.18
23/11/2001,5293.20,5345.90,5358.50,5220.80,-0.99
22/11/2001,5345.90,5313.80,5362.60,5313.80,0.60
21/11/2001,5313.80,5298.70,5367.60,5272.10,0.28
20/11/2001,5298.70,5338.00,5344.30,5283.50,-0.74
19/11/2001,5338.00,5291.00,5383.20,5285.60,0.89
16/11/2001,5291.00,5238.20,5313.80,5226.10,1.01
15/11/2001,5238.20,5240.70,5297.10,5193.40,-0.05
14/11/2001,5240.70,5277.10,5366.40,5214.30,-0.69
13/11/2001,5277.10,5146.20,5284.30,5146.20,2.54
12/11/2001,5146.20,5244.20,5251.80,5065.30,-1.87
09/11/2001,5244.20,5278.10,5278.10,5222.80,-0.64
08/11/2001,5278.10,5216.30,5294.60,5208.40,1.18
07/11/2001,5216.30,5214.10,5246.40,5153.30,0.04
06/11/2001,5214.10,5209.10,5272.50,5184.80,0.10
05/11/2001,5209.10,5129.50,5213.80,5124.00,1.55
02/11/2001,5129.50,5071.20,5129.50,5071.20,1.15
01/11/2001,5071.20,5039.70,5071.20,4988.30,0.63
31/10/2001,5039.70,5003.60,5101.10,4954.90,0.72
30/10/2001,5003.60,5085.90,5085.90,4977.30,-1.62
29/10/2001,5085.90,5188.60,5188.60,5083.30,-1.98
26/10/2001,5188.60,5086.60,5188.60,5086.60,2.01
25/10/2001,5086.60,5167.60,5217.00,5043.20,-1.57
24/10/2001,5167.60,5193.30,5265.50,5133.00,-0.49
23/10/2001,5193.30,5070.40,5193.30,5070.40,2.42
22/10/2001,5070.40,5017.70,5078.20,5017.70,1.05
19/10/2001,5017.70,5116.00,5116.00,5003.90,-1.92
18/10/2001,5116.00,5203.40,5203.40,5090.20,-1.68
17/10/2001,5203.40,5082.60,5229.60,5082.60,2.38
16/10/2001,5082.60,5067.30,5158.70,5060.80,0.30
15/10/2001,5067.30,5145.50,5148.40,5046.00,-1.52
12/10/2001,5145.50,5164.90,5187.50,5081.20,-0.38
11/10/2001,5164.90,5153.10,5279.80,5136.90,0.23
10/10/2001,5153.10,5009.80,5153.10,4978.20,2.86
09/10/2001,5009.80,5032.70,5079.20,4997.00,-0.46
08/10/2001,5032.70,5036.00,5051.00,4902.70,-0.07
05/10/2001,5036.00,5016.20,5082.90,4962.10,0.39
04/10/2001,5016.20,4881.80,5034.30,4881.80,2.75
03/10/2001,4881.80,4832.30,4884.60,4758.50,1.02
02/10/2001,4832.30,4785.60,4833.00,4730.70,0.98
01/10/2001,4785.60,4903.40,4903.40,4768.10,-2.40
28/09/2001,4903.40,4763.60,4920.50,4763.60,2.93
27/09/2001,4763.60,4696.10,4763.60,4651.00,1.44
26/09/2001,4696.10,4663.40,4715.00,4606.60,0.70
25/09/2001,4663.40,4613.90,4679.60,4515.30,1.07
24/09/2001,4613.90,4433.70,4615.50,4433.70,4.06
21/09/2001,4433.70,4556.90,4556.90,4219.80,-2.70
20/09/2001,4556.90,4721.70,4743.80,4523.50,-3.49
19/09/2001,4721.70,4848.70,4874.00,4697.40,-2.62
18/09/2001,4848.70,4898.90,4899.40,4772.20,-1.02
17/09/2001,4898.90,4755.70,4898.90,4670.50,3.01
14/09/2001,4755.70,4943.60,4970.10,4743.00,-3.80
13/09/2001,4943.60,4882.10,4946.60,4847.50,1.26
12/09/2001,4882.10,4746.00,4882.10,4651.80,-3.01
10/09/2001,5033.70,5070.30,5070.30,4895.90,-0.72
07/09/2001,5070.30,5204.30,5206.80,5068.10,-2.57
06/09/2001,5204.30,5316.00,5333.00,5189.80,-2.10
05/09/2001,5316.00,5379.60,5379.60,5306.60,-1.18
04/09/2001,5379.60,5312.10,5379.60,5291.30,1.27
03/09/2001,5312.10,5345.00,5366.90,5278.20,-0.62
31/08/2001,5345.00,5332.70,5378.00,5298.30,0.23
30/08/2001,5332.70,5417.60,5435.70,5332.70,-1.57
29/08/2001,5417.60,5434.70,5460.20,5384.30,-0.31
28/08/2001,5434.70,5471.90,5475.50,5395.90,-0.68
24/08/2001,5471.90,5396.50,5471.90,5385.30,1.40
23/08/2001,5396.50,5408.70,5433.40,5371.00,-0.23
22/08/2001,5408.70,5430.30,5471.60,5373.00,-0.40
21/08/2001,5430.30,5357.40,5435.30,5353.20,1.36
20/08/2001,5357.40,5342.10,5372.10,5286.70,0.29
17/08/2001,5342.10,5389.80,5428.90,5299.60,-0.88
16/08/2001,5389.80,5461.60,5462.40,5389.80,-1.31
15/08/2001,5461.60,5507.80,5533.20,5456.60,-0.84
14/08/2001,5507.80,5431.10,5525.60,5430.60,1.41
13/08/2001,5431.10,5427.20,5465.00,5410.90,0.07
10/08/2001,5427.20,5402.90,5469.00,5398.50,0.45
09/08/2001,5402.90,5476.50,5476.50,5376.70,-1.34
08/08/2001,5476.50,5536.80,5536.80,5434.30,-1.09
07/08/2001,5536.80,5526.40,5546.60,5448.20,0.19
06/08/2001,5526.40,5547.60,5561.20,5516.00,-0.38
03/08/2001,5547.60,5584.50,5590.20,5511.10,-0.66
02/08/2001,5584.50,5546.90,5644.20,5533.80,0.68
01/08/2001,5546.90,5529.10,5549.00,5499.50,0.32
31/07/2001,5529.10,5446.70,5531.80,5408.80,1.51
30/07/2001,5446.70,5403.10,5456.90,5376.10,0.81
27/07/2001,5403.10,5286.10,5403.10,5286.10,2.21
26/07/2001,5286.10,5275.70,5322.70,5269.50,0.20
25/07/2001,5275.70,5320.20,5350.10,5260.50,-0.84
24/07/2001,5320.20,5405.30,5412.80,5313.00,-1.57
23/07/2001,5405.30,5387.10,5446.80,5365.80,0.34
20/07/2001,5387.10,5437.40,5437.40,5350.40,-0.93
19/07/2001,5437.40,5404.60,5437.40,5322.20,0.61
18/07/2001,5404.60,5427.80,5431.90,5379.00,-0.43
17/07/2001,5427.80,5517.10,5517.10,5408.40,-1.62
16/07/2001,5517.10,5537.00,5537.00,5503.60,-0.36
13/07/2001,5537.00,5481.60,5544.10,5439.60,1.01
12/07/2001,5481.60,5391.90,5497.60,5391.90,1.66
11/07/2001,5391.90,5467.90,5468.50,5380.40,-1.39
10/07/2001,5467.90,5468.90,5509.40,5461.20,-0.02
09/07/2001,5468.90,5479.20,5487.90,5420.50,-0.19
06/07/2001,5479.20,5549.60,5549.60,5443.90,-1.27
05/07/2001,5549.60,5600.50,5601.30,5509.70,-0.91
04/07/2001,5600.50,5639.90,5644.00,5587.80,-0.70
03/07/2001,5639.90,5716.70,5726.10,5630.30,-1.34
02/07/2001,5716.70,5642.50,5723.40,5614.60,1.32
29/06/2001,5642.50,5638.40,5656.40,5604.80,0.07
28/06/2001,5638.40,5607.90,5645.00,5519.60,0.54
27/06/2001,5607.90,5555.70,5608.30,5555.70,0.94
26/06/2001,5555.70,5661.90,5666.30,5537.30,-1.88
25/06/2001,5661.90,5665.70,5704.50,5638.40,-0.07
22/06/2001,5665.70,5641.40,5695.10,5632.40,0.43
21/06/2001,5641.40,5699.60,5710.90,5641.40,-1.02
20/06/2001,5699.60,5680.40,5711.90,5622.50,0.34
19/06/2001,5680.40,5671.60,5743.60,5667.20,0.16
18/06/2001,5671.60,5723.00,5723.00,5671.60,-0.90
15/06/2001,5723.00,5752.50,5756.20,5657.70,-0.51
14/06/2001,5752.50,5820.20,5820.20,5734.60,-1.16
13/06/2001,5820.20,5804.00,5862.10,5804.00,0.28
12/06/2001,5804.00,5860.50,5879.50,5783.40,-0.96
11/06/2001,5860.50,5950.60,5950.60,5858.30,-1.51
08/06/2001,5950.60,5948.30,5981.80,5934.80,0.04
07/06/2001,5948.30,5901.50,5948.30,5887.40,0.79
06/06/2001,5901.50,5922.50,5959.70,5891.90,-0.35
05/06/2001,5922.50,5856.50,5923.90,5842.20,1.13
04/06/2001,5856.50,5809.60,5861.80,5809.10,0.81
01/06/2001,5809.60,5796.10,5833.40,5766.60,0.23
31/05/2001,5796.10,5796.90,5829.80,5733.80,-0.01
30/05/2001,5796.90,5863.90,5863.90,5788.90,-1.14
29/05/2001,5863.90,5889.80,5906.60,5840.80,-0.44
25/05/2001,5889.80,5915.90,5929.80,5859.80,-0.44
24/05/2001,5915.90,5897.40,5950.00,5889.30,0.31
23/05/2001,5897.40,5976.60,5976.60,5897.40,-1.33
22/05/2001,5976.60,5941.60,5993.70,5936.80,0.59
21/05/2001,5941.60,5915.00,5978.30,5897.80,0.45
18/05/2001,5915.00,5904.50,5942.20,5888.90,0.18
17/05/2001,5904.50,5884.00,5968.40,5884.00,0.35
16/05/2001,5884.00,5842.90,5884.70,5767.70,0.70
15/05/2001,5842.90,5690.50,5858.20,5690.50,2.68
14/05/2001,5690.50,5896.80,5896.80,5690.50,-3.50
11/05/2001,5896.80,5964.00,5977.50,5890.40,-1.13
10/05/2001,5964.00,5893.70,5987.50,5874.50,1.19
09/05/2001,5893.70,5886.40,5905.30,5826.80,0.12
08/05/2001,5886.40,5870.30,5893.70,5842.60,0.27
04/05/2001,5870.30,5765.80,5871.70,5753.90,1.81
03/05/2001,5765.80,5904.20,5904.20,5755.70,-2.34
02/05/2001,5904.20,5928.00,5963.80,5896.40,-0.40
01/05/2001,5928.00,5966.90,5966.90,5917.00,-0.65
30/04/2001,5966.90,5951.40,5995.40,5948.00,0.26
27/04/2001,5951.40,5868.30,5976.90,5837.60,1.42
26/04/2001,5868.30,5827.50,5868.30,5777.60,0.70
25/04/2001,5827.50,5840.30,5840.30,5788.20,-0.22
24/04/2001,5840.30,5871.30,5910.60,5824.30,-0.53
23/04/2001,5871.30,5879.80,5889.10,5834.50,-0.14
20/04/2001,5879.80,5871.60,5897.70,5819.70,0.14
19/04/2001,5871.60,5890.20,5943.40,5844.70,-0.32
18/04/2001,5890.20,5761.10,5902.60,5760.70,2.24
17/04/2001,5761.10,5766.60,5774.50,5654.90,-0.10
12/04/2001,5766.60,5788.10,5796.00,5735.20,-0.37
11/04/2001,5788.10,5803.00,5841.30,5766.80,-0.26
10/04/2001,5803.00,5663.30,5808.30,5663.00,2.47
09/04/2001,5663.30,5601.50,5679.70,5570.10,1.10
06/04/2001,5601.50,5621.80,5685.60,5543.10,-0.36
05/04/2001,5621.80,5535.70,5658.90,5528.70,1.56
04/04/2001,5535.70,5463.10,5537.30,5354.30,1.33
03/04/2001,5463.10,5618.50,5618.50,5459.60,-2.77
02/04/2001,5618.50,5633.70,5653.80,5558.80,-0.27
30/03/2001,5633.70,5588.40,5664.80,5574.10,0.81
29/03/2001,5588.40,5614.00,5614.00,5519.90,-0.46
28/03/2001,5614.00,5728.10,5728.20,5592.20,-1.99
27/03/2001,5728.10,5576.60,5728.10,5546.10,2.72
26/03/2001,5576.60,5402.30,5580.70,5402.30,3.23
23/03/2001,5402.30,5314.80,5438.00,5314.80,1.65
22/03/2001,5314.80,5540.70,5540.70,5279.60,-4.08
21/03/2001,5540.70,5646.80,5646.80,5496.00,-1.88
20/03/2001,5646.80,5551.60,5646.80,5551.60,1.71
19/03/2001,5551.60,5562.80,5609.20,5536.40,-0.20
16/03/2001,5562.80,5729.20,5729.20,5556.20,-2.90
15/03/2001,5729.20,5625.90,5729.20,5594.80,1.84
14/03/2001,5625.90,5720.70,5742.10,5471.10,-1.66
13/03/2001,5720.70,5826.50,5826.50,5720.70,-1.82
12/03/2001,5826.50,5917.30,5917.30,5786.30,-1.53
09/03/2001,5917.30,6003.20,6003.20,5908.90,-1.43
08/03/2001,6003.20,6001.80,6050.40,5982.00,0.02
07/03/2001,6001.80,6012.00,6035.30,5969.60,-0.17
06/03/2001,6012.00,5931.30,6027.60,5928.00,1.36
05/03/2001,5931.30,5858.60,5931.30,5856.90,1.24
02/03/2001,5858.60,5908.60,5924.10,5829.50,-0.85
01/03/2001,5908.60,5917.90,5949.20,5868.10,-0.16
28/02/2001,5917.90,5941.20,5997.00,5901.70,-0.39
27/02/2001,5941.20,5916.70,5975.30,5906.90,0.41
26/02/2001,5916.70,5943.70,6003.50,5913.80,-0.45
23/02/2001,5943.70,6003.10,6023.40,5904.70,-0.99
22/02/2001,6003.10,5972.40,6011.30,5937.10,0.51
21/02/2001,5972.40,5980.10,5998.90,5921.70,-0.13
20/02/2001,5980.10,6094.00,6134.00,5974.80,-1.87
19/02/2001,6094.00,6088.30,6102.20,6065.20,0.09
16/02/2001,6088.30,6197.90,6197.90,6082.80,-1.77
15/02/2001,6197.90,6176.20,6212.70,6155.50,0.35
14/02/2001,6176.20,6228.50,6228.50,6131.60,-0.84
13/02/2001,6228.50,6241.40,6263.30,6209.00,-0.21
12/02/2001,6241.40,6164.30,6241.40,6155.50,1.25
09/02/2001,6164.30,6206.10,6213.60,6153.10,-0.67
08/02/2001,6206.10,6225.60,6265.50,6202.90,-0.31
07/02/2001,6225.60,6293.40,6293.40,6197.30,-1.08
06/02/2001,6293.40,6269.20,6306.70,6262.60,0.39
